25,3,Zook
1,1,False,False,True,Series 2,
18,1,False,False,True,Rare,
16,4,False,False,True,Eon's Elite,
12,1,Zap
1,1,False,False,True,Series 2,
23,2,Wrecking Ball
1,1,False,False,True,Series 2,
20,1,False,False,True,Rare,
3011,1,Wind-Up
4,2,False,True,False,Vicarious Visions,Gear Head VVind-Up
458,1,Wildfire
2,3,False,True,False,Special,Dark WildFire
526,0,Whisper Elf
0,5,Whirlwind
2,1,False,True,True,Special,Polar Whirlwind
1,1,False,False,True,Series 2,
5,2,False,False,True,Series 3,Horn Blast Whirlwind
18,1,False,False,True,Rare,
16,3,False,False,True,Eon's Elite,
13,1,Wham-Shell
6,2,True,False,False,LightCore,
507,1,Weeruptor
2,3,False,True,False,Special,Eggsellent Weeruptor
3231,2,Dive Bomber
15,4,False,True,False,,Instant Dive Bomber
2,-1,False,True,False,Special,Spring Ahead Dive Bomber
3222,0,Reef Ripper
2,1,Warnado
6,2,True,False,False,LightCore,
454,0,Wallop
17,1,Voodood
16,4,False,False,True,Eon's Elite,
3473,0,Sub Woofer
3474,0,Threat Rocket
3471,0,Storm Striker
3493,0,Rune Slider
3482,0,Spirit Dragster
3490,0,Wave Singer
3481,0,Scale Biter
3497,0,Doom Jet
3492,0,Glitter Glider
3480,0,Steam Roller
3491,0,The Lil' Phantom Tide
3472,0,Sky Scrambler
3483,0,Chompy Buster
3470,0,Toaster Bomber
4502,0,Unity
3227,0,Crypt Crusher
3221,1,Tomb Buggy
30,4,False,False,False,Special,
475,0,Tuff Luck
519,0,Trigger Snappy
19,4,Trigger Happy
1,1,False,False,True,Series 2,
5,2,False,False,True,Series 3,Big Bang Trigger Happy
2,2,False,True,True,Special,Springtime Trigger Happy
16,3,False,False,True,Eon's Elite,
419,1,Trigger Happy
3,0,False,True,False,Special,Legendary Trigger Happy
112,1,Tree Rex
2,1,True,True,False,Special,Gnarly Tree Rex
473,0,Tread Head
211,7,Water Trap
1,3,False,False,False,,Tidal Tiki
2,3,False,False,False,,Wet Walter
6,3,False,False,False,,Flood Flask
